source_0,destination_0,arrival_time_0,source_1,destination_1,arrival_time_1,source_2,destination_2,arrival_time_2,source_3,destination_3,arrival_time_3,source_4,destination_4,arrival_time_4,source_5,destination_5,arrival_time_5,source_6,destination_6,arrival_time_6,source_7,destination_7,arrival_time_7,source_8,destination_8,arrival_time_8,source_9,destination_9,arrival_time_9,source_10,destination_10,arrival_time_10,source_11,destination_11,arrival_time_11,source_12,destination_12,arrival_time_12,source_13,destination_13,arrival_time_13,source_14,destination_14,arrival_time_14,source_15,destination_15,arrival_time_15,source_16,destination_16,arrival_time_16,source_17,destination_17,arrival_time_17,source_18,destination_18,arrival_time_18,source_19,destination_19,arrival_time_19,source_20,destination_20,arrival_time_20,source_21,destination_21,arrival_time_21,source_22,destination_22,arrival_time_22,source_23,destination_23,arrival_time_23,source_24,destination_24,arrival_time_24,source_25,destination_25,arrival_time_25,source_26,destination_26,arrival_time_26,source_27,destination_27,arrival_time_27,source_28,destination_28,arrival_time_28,source_29,destination_29,arrival_time_29
16,32,73,20,32,70,2,12,53,30,32,59,22,4,70,6,4,48,30,28,46,16,20,62,22,8,54,18,12,50,20,32,86,16,20,59,2,0,43,12,36,96,24,20,48,24,16,59,22,28,62,36,24,86,20,0,61,36,4,99,0,12,86,30,8,81,6,0,73,10,20,64,10,36,102,24,12,84,38,8,71,36,24,67,6,24,94,12,0,76
38,32,52,8,16,75,18,8,84,22,24,60,8,4,64,14,16,61,32,8,89,24,16,70,4,24,77,24,20,63,14,8,47,14,20,64,36,0,101,4,4,56,10,20,67,18,36,78,4,8,48,0,24,92,20,12,65,14,20,70,34,0,80,38,0,101,6,16,52,14,20,57,4,36,90,30,24,51,10,20,82,28,36,51,22,8,78,8,28,82
12,8,71,30,28,42,6,16,62,14,20,76,4,36,104,26,36,65,8,16,76,34,20,71,20,0,91,24,16,52,32,20,83,12,32,101,0,28,84,10,20,65,26,0,70,10,8,59,18,20,49,28,20,74,26,4,100,6,28,90,8,24,61,8,36,72,6,8,70,6,24,72,20,0,66,8,12,63,22,20,56,10,20,84,32,28,57,26,0,87
24,12,87,6,8,59,8,36,109,14,8,59,34,0,111,24,36,52,36,12,75,34,16,74,8,4,65,2,4,42,2,16,83,32,24,55,30,32,69,14,32,68,16,16,54,20,12,67,20,20,66,2,24,82,14,4,66,28,20,50,36,12,94,30,20,71,26,24,47,14,28,89,22,36,76,12,28,68,36,0,123,18,20,48,12,24,76,22,4,69
10,28,94,8,12,70,38,8,112,10,0,81,4,32,90,38,4,105,14,16,52,18,36,76,4,16,52,20,36,87,38,36,49,8,24,91,28,4,83,0,36,120,6,8,54,36,36,67,30,20,72,30,28,55,2,32,82,12,12,41,22,20,42,6,4,57,10,8,58,10,32,93,4,8,47,4,28,87,6,28,96,22,32,82,34,28,56,12,12,63
30,8,71,26,16,56,0,0,50,32,8,91,38,12,71,0,32,101,38,16,101,24,24,61,22,24,68,16,8,60,20,24,60,20,20,42,32,4,100,24,20,48,28,12,83,20,16,54,16,0,72,38,24,86,26,16,67,28,0,76,14,24,72,14,36,68,4,0,66,38,36,67,6,20,60,22,28,64,0,32,115,30,32,44,36,24,77,38,0,86
14,12,55,26,20,56,2,20,87,26,24,56,26,4,73,36,20,92,8,20,61,4,8,73,32,16,63,28,24,68,4,28,92,6,16,63,12,12,40,24,4,83,36,16,97,16,16,53,14,12,47,26,16,64,30,0,92,0,24,82,32,24,76,20,28,68,10,4,57,6,4,42,16,12,71,0,36,115,0,28,68,32,28,71,24,8,81,22,4,78
36,16,72,26,24,66,22,16,59,20,8,70,16,36,100,30,4,105,12,8,67,0,8,52,8,28,62,26,16,67,10,20,81,38,28,77,16,20,64,0,24,91,14,4,57,34,32,54,4,4,59,4,4,53,6,32,110,20,36,90,24,0,78,10,0,65,36,36,54,10,16,77,24,24,42,28,36,58,14,4,72,4,0,66,14,20,77,18,0,89
26,12,84,16,28,86,26,0,76,28,32,55,6,36,75,24,20,72,16,36,77,22,12,68,12,0,74,22,12,83,28,16,53,8,12,46,0,32,115,22,0,77,14,0,84,20,12,53,18,32,82,34,12,63,30,4,97,38,24,72,22,0,101,12,16,55,12,20,50,12,32,95,30,32,46,16,4,87,20,28,66,2,32,99,22,36,68,24,16,56
36,16,76,32,12,72,6,8,58,2,0,50,22,12,58,14,28,76,28,24,52,4,0,63,26,36,69,18,0,88,22,4,58,4,12,50,34,24,71,36,0,123,0,12,58,8,24,92,6,12,62,20,32,67,8,8,41,14,12,60,14,32,82,36,16,74,4,20,70,12,8,60,4,8,57,20,20,55,38,32,63,36,20,94,32,8,83,8,24,91
4,12,53,20,8,64,24,32,55,0,0,61,32,32,53,36,28,60,4,0,60,22,20,55,38,8,112,26,16,54,0,20,71,34,16,94,30,20,59,16,16,50,2,0,66,6,36,77,20,36,82,24,4,87,30,28,51,8,36,72,38,0,89,28,20,62,4,4,66,8,0,56,6,4,42,10,0,69,34,16,76,4,36,74,30,16,59,28,0,77
2,4,60,8,12,56,6,8,62,18,28,54,8,0,57,36,12,77,34,36,58,8,20,59,6,8,60,38,32,66,0,16,89,32,12,86,34,4,80,26,0,77,4,16,79,26,0,87,32,0,73,14,4,61,18,36,93,36,16,63,6,24,91,38,36,66,10,20,55,22,20,52,14,12,67,20,4,63,18,24,46,24,4,82,20,4,68,0,16,56
12,36,75,10,8,54,6,36,81,6,28,85,32,0,93,10,8,67,20,28,62,28,4,75,32,0,85,38,24,68,36,24,80,28,16,62,16,16,47,16,28,79,20,0,78,20,16,66,14,20,53,10,32,63,8,32,65,38,12,106,34,4,78,0,12,63,20,0,75,8,28,101,16,20,68,14,24,55,20,8,56,12,28,84,20,12,68,8,28,101
14,8,46,28,20,77,20,12,72,24,8,58,16,24,77,34,12,90,26,36,72,28,32,72,22,4,92,18,12,73,32,16,92,24,12,72,8,4,67,8,4,69,20,20,48,8,16,67,22,8,56,10,12,67,6,24,61,8,16,76,16,20,63,16,0,87,30,28,69,36,8,95,26,28,43,20,20,67,24,16,79,32,8,69,4,16,72,34,12,104
0,16,69,36,32,58,26,24,54,38,24,84,24,32,61,0,8,70,16,12,48,2,4,59,28,32,50,12,8,59,8,8,54,20,24,55,20,16,69,16,28,83,16,36,75,0,16,67,6,8,67,6,8,70,28,8,68,34,4,77,0,16,67,12,20,73,24,16,71,6,36,85,34,20,89,32,0,90,22,20,56,4,28,69,8,32,69,32,0,93
2,16,54,38,20,77,28,24,66,24,28,60,6,0,77,30,24,49,26,36,52,28,32,46,4,24,90,16,16,56,4,20,80,32,20,52,26,0,74,14,16,48,16,32,58,24,20,45,20,36,75,10,4,48,10,36,105,26,16,63,32,36,72,34,16,68,38,24,64,32,8,77,12,12,41,8,24,61,18,28,70,28,4,90,6,16,57,10,4,59
0,12,60,4,36,105,4,32,94,14,36,73,2,16,63,30,12,64,2,16,83,24,24,58,32,36,58,6,0,62,38,28,79,36,16,67,16,32,92,36,4,97,10,0,79,12,0,57,32,32,63,36,32,58,20,28,80,2,28,94,8,24,65,12,36,86,36,28,75,0,28,74,28,8,99,16,4,87,24,8,69,2,36,107,36,36,54,12,16,62
38,12,104,10,36,100,2,20,88,8,24,75,32,32,50,10,28,88,38,0,109,2,4,68,4,16,82,0,12,74,36,4,94,8,36,101,26,28,62,10,4,49,30,4,89,20,36,90,28,36,51,38,36,64,22,12,61,16,28,53,20,4,91,22,36,86,36,32,44,18,32,63,36,24,67,34,28,66,6,4,59,16,8,48,38,16,93,22,8,61
22,32,63,24,0,87,6,36,92,22,20,63,16,32,87,2,16,71,10,28,61,14,16,50,26,24,59,4,8,65,6,0,63,24,4,61,0,36,105,0,8,70,24,32,73,22,8,66,14,8,57,10,20,81,8,0,80,28,20,68,18,12,62,2,0,44,18,20,45,12,0,54,36,20,72,36,12,82,28,12,76,4,8,45,0,20,84,36,20,76
16,16,58,6,24,84,36,32,60,26,12,65,16,24,52,24,28,47,22,0,64,8,32,69,24,28,52,34,32,59,24,4,75,2,24,66,16,16,52,4,8,59,16,32,86,18,32,56,20,0,89,32,4,94,16,8,75,2,28,66,36,4,117,18,20,62,8,28,74,38,32,48,20,28,77,38,24,68,2,36,123,28,0,82,16,28,63,16,36,72
14,36,89,28,24,48,28,32,71,24,4,83,32,32,64,6,8,66,6,12,61,28,8,67,20,28,56,32,12,74,6,12,59,32,8,72,34,20,54,26,0,93,4,20,85,34,12,67,16,20,68,8,0,56,0,4,73,14,16,49,24,16,50,22,32,69,4,20,58,22,20,50,20,36,60,16,32,80,10,0,50,26,20,57,22,32,70,22,20,48
2,8,69,32,0,87,26,36,64,24,4,65,4,8,70,2,28,95,26,8,73,14,0,65,12,36,94,20,36,59,8,12,50,30,20,60,6,12,55,18,0,88,38,4,93,10,28,71,36,32,59,38,12,76,38,16,69,32,36,65,0,24,75,16,16,44,0,36,118,2,12,79,10,24,76,30,36,62,28,28,59,18,36,86,2,36,80,32,8,76
26,32,74,30,36,46,34,4,112,20,8,76,34,36,57,0,8,56,16,0,82,0,4,44,6,36,114,20,0,60,22,20,60,32,36,53,28,0,85,6,24,60,30,32,67,34,32,49,12,12,54,36,32,44,12,0,81,32,36,50,18,12,46,34,8,101,6,32,89,6,32,102,8,8,60,30,0,106,18,36,88,0,12,59,26,16,81,12,24,67
26,0,84,24,32,62,0,4,62,12,32,100,34,20,61,36,36,40,12,12,52,12,16,52,6,24,91,4,8,52,10,20,56,16,12,66,30,8,98,14,0,72,20,16,56,28,36,74,30,12,85,2,4,63,2,32,84,16,36,69,38,28,66,20,12,79,32,4,111,16,16,40,30,28,68,38,4,115,38,32,54,6,16,62,30,4,77,22,0,97
38,32,75,8,24,79,0,32,121,22,8,66,2,28,109,6,4,66,12,16,58,36,32,65,28,28,64,14,16,65,4,36,118,36,12,97,2,4,60,22,28,69,22,36,83,34,28,66,34,8,100,26,4,93,28,0,69,36,8,75,16,36,79,26,28,64,32,28,65,38,12,88,28,4,89,26,0,98,16,4,73,34,36,53,32,32,47,6,12,60
2,12,76,12,24,64,14,32,68,30,28,58,18,24,56,8,16,55,8,24,65,16,12,56,32,16,73,4,20,56,20,8,78,20,8,61,36,24,56,10,24,59,28,8,101,20,32,75,16,28,58,16,28,77,0,16,85,28,0,73,26,8,72,30,20,67,28,32,44,26,12,81,22,4,66,4,36,103,16,16,58,30,32,70,20,24,47,20,28,80
36,20,64,0,4,62,36,36,64,6,28,68,28,24,57,38,20,65,2,32,90,20,32,59,36,8,93,16,8,48,20,4,76,24,12,81,4,12,76,14,0,59,6,16,60,32,0,95,14,4,52,36,36,64,18,28,76,12,12,54,16,12,47,28,0,96,14,12,66,24,36,61,26,16,61,4,12,75,36,16,89,6,20,87,26,28,51,16,20,71
36,16,89,6,36,101,22,4,96,20,16,58,36,0,122,0,32,82,0,0,50,28,12,69,18,32,74,2,28,110,6,16,55,8,16,56,34,12,84,20,16,70,24,16,61,32,24,78,22,12,53,8,28,67,26,28,46,20,8,68,24,12,75,10,36,90,20,16,66,2,16,74,38,36,49,2,16,58,26,8,96,16,36,93,24,20,56,14,36,80
4,20,74,10,16,58,32,0,87,16,32,75,16,24,72,32,28,47,14,8,71,18,28,51,0,24,75,10,8,53,30,4,81,2,36,98,16,16,40,4,36,91,20,16,65,38,36,43,2,36,93,38,12,89,36,8,82,8,36,92,4,12,80,18,32,64,16,12,65,34,32,64,28,8,86,26,24,66,30,32,49,30,8,82,26,28,63,30,4,72
0,8,54,2,36,91,28,12,80,32,4,82,34,4,107,12,0,53,38,28,84,30,8,94,2,12,75,30,12,83,8,24,85,8,8,46,18,8,76,8,28,86,24,16,65,2,24,103,18,32,59,32,36,47,6,4,46,34,4,113,2,28,89,24,0,86,10,16,49,4,8,73,16,12,51,24,8,90,36,32,72,14,28,90,16,36,88,10,0,75
14,36,64,16,36,89,6,12,64,28,0,93,32,0,118,12,36,89,4,0,64,28,28,43,28,24,53,22,0,83,26,4,94,24,20,71,28,32,54,20,16,53,20,0,100,16,12,59,38,36,48,28,4,98,4,8,59,26,36,58,38,12,107,12,32,72,32,16,86,12,12,59,32,20,53,22,36,54,22,32,57,6,0,53,14,36,92,20,16,50
36,8,100,26,0,109,36,36,50,36,12,99,36,24,80,34,8,67,16,28,73,24,32,77,0,28,112,8,24,75,6,36,109,8,16,51,4,32,75,6,8,46,32,12,62,14,20,74,6,16,53,28,12,64,18,8,63,8,28,90,22,36,55,16,24,70,12,36,90,6,36,74,28,12,75,30,28,66,20,20,63,4,0,46,14,4,56,10,36,94
24,28,57,30,16,69,2,0,44,6,32,93,16,4,87,24,36,54,2,0,69,30,16,81,12,16,50,36,20,61,28,24,66,36,4,116,38,16,91,32,28,51,12,28,81,26,4,89,14,16,69,22,8,54,34,36,45,2,28,108,24,4,60,22,20,61,30,28,44,20,28,48,8,16,80,8,28,90,24,20,45,6,8,64,6,0,60,8,0,79
20,36,75,38,16,93,32,32,43,22,12,74,22,0,62,20,28,80,36,16,100,36,0,77,36,16,72,34,8,75,38,12,88,14,20,77,26,24,63,18,12,62,14,28,83,26,28,69,2,32,73,22,36,70,30,24,71,14,0,83,38,4,118,22,20,70,38,0,82,14,32,73,26,0,103,26,20,49,14,32,71,22,36,61,24,28,72,2,0,68
24,36,53,36,0,76,6,24,71,36,0,100,14,24,68,22,36,61,38,20,67,18,36,68,18,4,87,34,36,55,2,24,72,2,32,73,6,24,82,0,28,111,10,32,90,20,12,77,18,24,64,26,0,68,8,4,58,14,8,65,4,24,72,20,16,66,14,16,60,22,8,54,38,32,66,18,24,77,36,24,63,6,4,50,20,0,70,16,0,68
6,24,76,22,36,87,28,12,94,36,4,87,4,16,84,36,28,58,20,0,100,2,8,49,14,12,58,36,24,67,34,20,82,20,32,73,10,36,103,38,36,55,30,28,70,8,16,67,10,16,51,0,4,63,36,20,94,18,0,83,36,20,66,10,36,89,22,24,59,0,16,64,34,16,84,18,0,92,14,8,66,18,16,48,16,20,70,24,12,72
2,32,89,32,20,82,30,16,69,12,36,96,30,4,69,2,8,64,14,0,59,2,20,94,32,4,106,32,20,74,24,12,75,30,4,67,36,0,85,28,8,87,20,24,61,24,36,77,30,8,102,18,20,55,34,8,97,36,36,65,8,24,58,20,8,68,2,8,46,32,28,57,16,28,65,26,0,85,34,4,103,22,24,54,34,8,100,20,28,73
32,32,64,34,0,107,16,36,94,22,0,100,22,20,43,28,4,70,2,0,59,20,8,74,10,32,69,20,24,59,24,28,67,4,16,62,6,0,52,4,20,58,6,16,70,24,20,68,18,12,46,20,20,49,6,36,100,32,16,76,26,20,49,6,28,79,12,36,107,4,4,41,6,0,70,14,20,63,8,12,73,20,16,45,26,20,59,30,8,79
12,24,63,34,28,54,36,24,57,34,12,100,20,32,85,30,0,113,24,12,70,26,16,70,38,4,89,0,4,65,18,16,44,34,12,67,16,0,64,32,8,101,20,20,67,34,32,55,2,36,74,14,16,55,0,12,79,18,4,60,14,36,100,10,24,62,16,4,56,22,8,72,22,24,56,14,24,56,0,36,95,8,12,68,8,4,49,28,4,79
36,16,90,32,4,91,24,20,55,0,32,114,0,20,87,38,12,67,18,12,60,20,4,57,26,8,74,16,12,45,2,16,58,36,24,74,32,0,96,22,20,49,28,32,57,30,8,91,38,8,84,26,12,74,8,20,77,2,24,65,36,20,78,4,28,86,14,32,87,0,12,58,4,28,100,12,0,66,26,8,68,0,32,111,18,16,60,34,24,62
28,20,64,2,20,88,36,16,92,28,4,84,38,36,57,28,0,97,18,36,97,30,0,117,20,36,93,16,32,66,14,0,66,12,16,51,30,32,47,32,36,49,16,36,63,26,0,92,2,16,79,4,36,73,16,16,42,8,4,68,20,20,58,34,24,76,28,32,50,8,4,53,32,20,76,36,0,93,30,24,55,12,12,50,16,28,53,14,4,82
38,24,74,32,4,104,14,36,91,22,0,65,0,28,96,6,28,67,18,32,64,12,28,88,20,24,64,22,28,70,2,12,56,24,16,52,2,32,86,2,24,76,28,12,91,12,24,68,16,24,76,0,24,105,6,24,68,2,12,66,4,8,73,26,20,75,8,20,55,34,24,78,22,4,61,14,4,81,38,16,68,16,8,76,8,12,54,38,0,98
36,20,85,34,4,78,18,8,76,0,28,101,8,0,52,14,4,59,2,8,71,36,4,106,18,16,64,6,24,70,10,32,103,12,36,75,34,8,101,18,0,66,32,4,85,18,20,57,28,28,40,2,32,93,30,0,94,32,16,74,36,8,78,18,16,52,12,20,64,8,16,68,20,4,94,24,28,73,20,8,74,22,20,61,14,12,44,30,0,75
18,12,46,20,4,94,34,0,85,0,12,86,28,24,55,18,24,75,38,8,91,4,0,58,18,16,63,34,36,49,26,8,89,36,24,67,36,12,95,38,32,77,26,24,54,12,32,101,12,12,64,18,16,46,28,0,68,26,28,66,26,20,62,36,36,61,36,8,78,28,28,43,30,16,69,22,16,46,38,8,78,38,12,100,20,16,44,16,12,51
14,20,58,10,0,73,6,12,58,0,24,88,36,36,57,6,20,67,22,36,69,26,12,81,10,36,76,16,0,63,32,28,67,34,12,99,20,12,62,30,20,76,30,8,84,2,20,92,18,32,56,8,16,52,18,16,50,0,8,70,8,12,66,0,20,89,16,16,42,22,36,61,8,0,75,6,24,67,36,28,62,0,20,75,16,16,63,30,28,42
36,8,100,18,0,91,14,8,62,36,28,52,16,0,62,20,16,56,10,8,66,36,28,74,6,36,82,18,4,57,12,24,71,20,16,44,36,0,88,20,0,83,8,4,62,22,4,84,16,36,73,18,8,54,20,36,82,18,4,67,24,4,72,24,8,67,20,36,84,32,12,86,14,0,80,20,12,68,32,28,69,28,28,65,2,0,59,26,24,49
4,16,85,12,28,67,12,20,53,38,36,45,30,36,60,18,4,72,28,32,68,0,12,63,10,24,83,16,16,60,0,36,115,14,0,73,36,4,80,22,28,64,38,36,65,8,0,56,24,8,65,8,12,48,0,28,99,22,16,52,18,36,75,16,8,56,22,0,75,20,20,67,28,20,53,10,24,84,8,36,70,8,20,58,24,0,80,10,4,60
4,32,74,26,0,88,22,32,67,4,12,79,32,32,52,18,36,79,16,32,74,20,28,55,6,8,45,10,20,79,22,36,67,16,28,78,16,8,79,22,16,76,10,28,91,38,36,43,16,0,80,34,12,67,22,8,75,14,12,59,38,24,89,12,12,62,16,24,76,38,20,72,6,12,52,36,24,82,16,28,86,2,16,69,22,28,48,20,36,67
4,0,55,18,28,71,18,0,67,4,12,73,36,24,83,0,36,94,26,8,63,14,28,86,2,20,68,22,12,62,22,20,49,24,32,71,26,36,83,18,12,63,28,4,89,8,0,63,22,36,76,10,20,51,4,20,71,20,12,62,2,8,47,36,28,53,8,36,110,6,20,55,22,36,57,36,12,102,20,4,91,20,32,54,26,12,89,32,32,62
4,28,94,18,12,62,30,8,102,14,32,69,34,28,63,18,24,67,8,32,98,28,28,57,16,12,66,32,4,87,8,4,70,2,12,66,34,24,81,12,20,57,36,4,78,18,32,81,8,36,88,22,32,75,30,24,63,12,20,53,32,4,83,34,20,65,28,24,61,26,12,86,36,20,92,26,36,82,8,12,45,2,24,73,18,36,64,16,20,49
14,12,46,16,36,68,32,20,78,34,4,75,24,24,62,10,28,75,26,12,58,24,0,92,6,36,78,34,0,113,10,0,81,6,8,57,30,0,73,38,36,43,36,24,69,14,36,70,0,24,74,22,28,47,38,36,45,22,32,59,14,36,94,24,8,69,4,4,64,8,24,87,4,12,48,4,16,61,8,12,63,16,8,59,18,36,88,6,12,55
24,36,52,24,32,53,14,4,76,4,28,91,24,36,82,32,0,93,2,32,83,16,28,64,4,8,64,12,0,68,24,36,62,12,8,72,4,8,47,24,24,67,16,36,92,10,20,80,38,36,46,36,12,78,0,20,79,2,36,74,0,4,65,8,36,98,2,4,62,8,8,43,28,20,58,10,16,74,14,16,51,36,12,72,32,28,71,26,28,70
2,28,94,26,12,60,6,36,81,4,8,66,14,4,76,0,12,67,8,0,69,0,0,45,30,32,69,22,24,58,20,12,48,8,16,78,20,4,63,8,28,74,20,20,59,28,4,103,6,16,75,12,16,48,20,4,61,30,12,84,34,28,47,34,20,67,14,4,84,20,4,90,24,16,54,28,28,43,10,32,70,30,16,69,10,28,67,30,28,60
18,32,79,14,4,75,6,12,76,26,8,97,24,20,45,26,16,66,18,24,62,14,20,54,32,12,99,16,4,67,32,8,95,36,16,100,2,24,95,34,20,67,8,24,62,24,8,58,10,4,62,24,0,82,32,32,66,28,4,82,4,20,80,16,0,72,26,36,55,34,28,57,8,0,74,16,16,48,12,20,67,12,20,79,10,8,51,18,4,86
30,24,71,20,32,77,8,12,48,8,28,62,20,36,77,12,20,80,10,28,78,24,24,60,8,0,75,4,20,58,18,28,70,32,16,76,26,12,70,30,12,86,22,4,94,0,4,61,8,4,63,18,24,46,20,16,56,28,8,66,26,20,60,22,32,52,8,32,73,20,32,73,20,24,64,16,0,78,28,32,62,24,16,55,18,12,70,26,28,61
30,28,53,22,32,71,8,4,72,12,28,58,20,36,79,16,36,78,6,24,62,24,16,71,4,4,42,38,36,47,18,4,77,32,16,73,32,28,70,22,28,58,34,16,72,38,20,95,36,36,53,18,36,89,2,8,66,6,32,91,8,4,65,4,20,71,24,16,61,32,8,90,12,16,51,12,36,73,18,36,70,28,4,64,14,24,57,22,0,69
12,32,93,30,12,61,38,4,89,14,28,55,14,0,86,32,36,50,34,4,88,34,16,94,16,20,57,26,36,58,18,36,68,8,4,61,16,20,51,8,32,78,32,4,74,8,12,61,36,32,44,36,12,73,26,8,63,38,0,95,6,0,64,22,0,65,8,12,49,30,32,52,20,12,52,34,28,54,0,12,67,38,4,85,34,12,80,22,8,90
6,16,79,22,32,84,6,4,51,2,16,88,4,36,93,12,0,68,12,4,69,12,12,43,6,8,63,34,4,84,14,36,90,38,0,87,22,12,78,20,4,80,36,12,67,16,36,64,20,16,69,22,24,62,18,8,73,10,28,60,28,16,74,28,28,62,10,8,68,24,4,95,28,32,60,26,4,104,0,24,107,30,20,61,4,8,73,28,32,45
38,24,76,16,8,48,36,0,115,16,0,93,16,20,67,20,28,70,34,36,54,32,16,92,30,32,63,4,4,45,20,24,66,20,32,52,12,36,106,32,8,77,14,24,60,28,32,54,26,20,57,30,36,74,26,0,96,4,12,80,36,20,77,14,8,75,28,16,72,10,24,77,36,8,80,12,28,62,10,4,70,28,16,61,14,12,56,18,36,83
38,4,82,30,32,50,6,36,91,30,0,75,18,8,54,4,36,83,20,4,63,12,36,75,24,20,55,8,8,59,10,16,72,30,24,72,36,32,49,0,4,65,4,24,67,28,32,46,8,8,46,32,4,80,16,12,48,30,28,43,18,32,84,20,36,72,24,0,75,4,20,63,22,8,78,12,12,43,6,16,74,26,28,47,10,32,64,30,16,62
34,36,52,30,32,62,22,36,64,18,36,62,38,8,118,34,4,98,6,28,99,4,20,77,10,0,58,30,28,56,18,24,55,30,16,56,8,4,55,16,0,76,16,20,54,32,16,66,12,8,55,30,32,45,14,28,87,10,8,64,0,32,95,28,28,42,38,24,63,0,32,121,18,36,66,18,12,69,38,36,46,16,32,73,28,24,58,8,20,73
26,8,88,16,20,51,14,4,53,38,8,113,28,36,64,22,24,68,34,16,78,38,36,52,16,24,54,2,8,55,22,16,53,2,12,73,22,4,89,22,12,68,12,36,89,32,36,64,20,28,53,10,16,68,2,28,93,0,36,82,34,12,91,24,16,50,26,4,75,10,16,62,36,8,81,28,24,61,10,36,79,22,12,84,24,16,63,12,16,65
38,12,87,2,20,86,4,0,69,4,36,73,24,28,69,20,20,58,38,36,51,36,36,62,0,16,86,18,8,70,28,20,60,38,12,99,10,8,45,18,24,62,16,20,56,4,12,73,24,16,49,10,12,55,36,8,109,8,0,49,22,0,87,16,4,63,4,8,66,6,8,59,8,24,90,30,20,56,8,24,79,30,36,77,2,12,70,14,32,71
2,36,76,20,0,81,26,4,99,0,36,110,8,20,85,4,24,83,34,4,70,20,12,63,24,12,57,38,24,67,24,32,55,14,8,65,28,16,63,24,4,81,34,8,91,32,32,59,0,32,74,20,8,79,38,16,62,2,12,79,18,8,62,20,16,72,18,4,73,30,8,97,14,20,50,2,8,63,6,8,45,2,32,90,22,8,89,34,12,93
30,0,74,36,0,119,18,16,55,32,12,61,0,0,58,4,16,57,10,4,73,18,20,55,14,8,77,2,28,102,28,8,65,30,36,66,24,8,77,6,20,54,30,28,51,4,12,60,6,28,62,6,24,85,36,20,60,16,8,54,28,20,53,24,36,52,10,36,88,20,24,50,32,32,64,28,0,104,30,20,56,34,20,60,16,12,68,20,8,72
0,8,60,10,24,77,28,8,88,8,0,49,20,12,60,32,32,60,8,20,69,30,0,79,12,4,64,34,12,94,16,0,65,20,8,77,30,12,72,6,20,89,6,16,70,20,16,72,22,8,56,2,28,76,10,28,68,4,32,99,20,8,85,0,28,86,28,20,55,8,0,52,16,8,63,28,20,48,24,32,54,4,12,56,18,0,91,6,8,55
6,0,69,26,8,85,10,28,91,6,24,83,10,8,67,16,28,65,10,32,96,28,24,68,30,32,50,8,0,49,22,20,70,10,36,78,20,24,44,6,28,81,20,4,61,26,8,63,20,24,66,34,36,43,36,0,103,2,0,55,12,16,54,14,12,67,22,12,52,38,16,71,28,8,101,12,0,73,24,12,55,32,24,66,4,36,82,34,24,75
26,28,64,22,12,81,20,24,49,0,4,52,38,4,98,0,24,73,18,32,62,18,16,60,32,36,50,16,28,81,20,4,71,24,24,52,12,0,77,20,28,59,34,32,58,26,36,82,0,4,59,20,32,85,26,24,59,0,0,44,28,8,85,22,8,54,20,4,76,6,0,75,30,16,79,20,8,69,28,0,112,6,12,69,12,16,57,32,28,72
8,8,51,22,4,75,4,16,69,8,12,62,30,28,46,38,16,69,28,16,58,30,4,103,6,24,71,20,24,49,38,4,86,18,36,89,22,24,61,30,28,60,26,8,78,0,24,72,24,16,59,0,32,80,38,36,59,30,12,60,30,8,74,20,36,58,28,36,70,4,32,106,12,4,65,34,8,83,26,32,59,20,20,67,10,0,63,24,12,73
12,24,67,4,12,62,8,4,68,38,16,93,30,0,93,0,12,61,38,0,78,14,12,47,2,32,88,8,20,78,4,36,107,30,16,84,26,12,66,20,24,48,22,0,69,20,12,74,0,36,106,24,20,45,18,32,65,4,12,69,6,36,93,24,16,75,34,36,51,22,36,74,10,12,54,4,12,59,32,24,67,18,16,69,6,0,53,20,28,62
16,28,84,22,16,70,18,4,86,20,32,74,12,36,64,0,0,52,24,4,93,16,32,76,34,28,50,28,32,71,12,28,72,36,12,96,16,4,79,26,0,70,14,16,45,0,20,69,8,36,90,24,8,70,22,16,50,6,24,67,10,0,52,12,4,61,36,4,78,4,16,81,16,28,77,20,4,72,18,8,84,2,28,85,38,24,62,20,28,61
12,32,60,8,36,100,6,12,49,26,8,90,30,16,85,22,28,50,28,28,67,38,8,111,38,0,93,36,16,69,34,4,72,32,16,89,20,24,71,22,20,66,28,16,56,22,32,53,6,12,55,32,36,49,4,32,85,38,16,74,12,24,69,36,12,68,2,36,76,24,4,65,4,16,54,16,24,73,36,24,55,14,16,44,36,24,66,32,4,100
28,24,50,38,12,96,10,16,58,18,0,67,0,24,77,12,16,69,6,8,66,38,28,55,22,4,90,6,28,95,22,36,63,36,16,97,14,28,56,16,32,79,4,28,91,22,36,61,18,16,66,32,0,95,16,12,58,4,36,88,4,0,72,36,24,73,8,24,93,2,20,90,38,32,77,20,8,79,26,4,97,28,4,73,16,12,52,38,12,97
16,16,41,4,32,97,4,12,56,0,28,77,22,24,69,32,32,56,10,36,91,26,36,53,22,12,61,22,24,59,34,28,75,38,32,64,30,0,81,12,8,61,32,32,43,0,28,101,26,8,92,26,12,84,30,28,55,6,28,89,36,4,84,28,4,102,36,36,63,2,20,63,26,12,73,20,12,67,38,16,81,30,0,102,24,16,68,24,12,62
